time,AuxSystemUp,CladDamaged,CladFailureDistThreshold,CladTempBranched,DG1_time_ratio,DG1recoveryTime,DG2recoveryTime,DeltaTimeScramToAux,DownStreamSpeed,Head_PumpA,Head_PumpB,InitialMassFlowPrimary,MassFlowRateIn_SC_A,MassFlowRateIn_SC_B,PrimPGrecovery,PrimPGrecoveryThreshold,PrimPGrecoveryTime,ScramStatus,SecPGrecoveryTime,UpstreamSpeed,a_Head_PumpA,a_Head_PumpB,a_MassFlowRateIn_SC_A,a_MassFlowRateIn_SC_B,a_friction2_CL_A,a_friction2_CL_B,a_power_CH1,a_power_CH2,a_power_CH3,auxAbsolute,avg_Fluid_Vel_C_L_A,avg_Fluid_Vel_H_L-A,avg_out_temp_sec_A,avg_temp_clad_CH1,avg_temp_clad_CH2,avg_temp_clad_CH3,avg_temp_fuel_CH1,avg_temp_fuel_CH2,avg_temp_fuel_CH3,crew1DG1,crew1DG1Threshold,crew1DG2CoupledDG1,crew1DG2CoupledDG1Threshold,crewSecPG,crewSecPGThreshold,init_Power_Fraction_CH1,init_Power_Fraction_CH2,init_Power_Fraction_CH3,power_CH1,power_CH2,power_CH3,reactor:power,scram_start_time,sec_inlet_velocity
100.63916813103,0,0,0,1500,0,15639.2756861,0,0,4.5882837754136,8.9,8.9,0,2.542,2.542,0,0,0,0,81400,4.5882837754136,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,101,3.336560438739,1.6168671158057,590.36504959966,688.71767965355,681.75582133748,670.50357271308,1202.0853058658,1108.4580839916,955.11023166388,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5420000004461
100.64916813103,0,0,0,1500,0,15639.2756861,0,0,4.5882496555641,8.9,8.9,0,2.542,2.542,0,0,0,0,81400,4.5882496555641,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,101,3.3365426799831,1.6168710682094,590.36605362287,688.76505122102,681.7955659634,670.53141409893,1202.1172851669,1108.4850457257,955.12903113664,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5420000007769
100.65916813103,0,0,0,1500,0,15639.2756861,0,0,4.58821489618,8.9,8.9,0,2.542,2.542,0,0,0,0,81400,4.58821489618,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,101,3.336524516236,1.6168743088595,590.36705874435,688.81125627001,681.83434203396,670.55862154431,1202.1490740188,1108.5118491386,955.14772714037,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5420000008318
100.66916813103,0,0,0,1500,0,15639.2756861,0,0,4.5881799780989,8.9,8.9,0,2.542,2.542,0,0,0,0,81400,4.5881799780989,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,101,3.3365062454532,1.6168772456174,590.36806492331,688.85629059135,681.87214583904,670.58519107186,1202.1806762379,1108.5384974103,955.16632182671,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5420000008284
100.67916813103,0,0,0,1500,0,15639.2756861,0,0,4.5881452009208,8.9,8.9,0,2.542,2.542,0,0,0,0,81400,4.5881452009208,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,101,3.3364880116372,1.6168801403459,590.3690721235,688.90015540435,681.9089782488,670.61112200668,1202.2120953039,1108.564993439,955.18481714778,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5420000008272
100.68916813103,0,0,0,1500,0,15639.2756861,0,0,4.5881107728763,8.9,8.9,0,2.542,2.542,0,0,0,0,81400,4.5881107728763,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,101,3.3364699578897,1.6168830867704,590.37008031522,688.94285568015,681.94484329384,670.63641592552,1202.2433344149,1108.5913398875,955.2032148892,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5420000008274
100.69916813103,0,0,0,1500,0,15639.2756861,0,0,4.5880768416221,8.9,8.9,0,2.542,2.542,0,0,0,0,81400,4.5880768416221,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,101,3.3364521947157,1.6168861258297,590.37108947649,688.98439915967,681.97974733351,670.66107604204,1202.2743965294,1108.6175392184,955.22151669543,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5420000008278
100.70916813103,0,0,0,1500,0,15639.2756861,0,0,4.5880435209751,8.9,8.9,0,2.542,2.542,0,0,0,0,81400,4.5880435209751,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,101,3.3364348057774,1.6168892964044,590.37209959339,689.02479573144,682.01369852924,670.68510681921,1202.3052844003,1108.6435937225,955.23972408973,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5420000008278
100.71916813103,0,0,0,1500,0,15639.2756861,0,0,4.5880108962992,8.9,8.9,0,2.542,2.542,0,0,0,0,81400,4.5880108962992,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,101,3.336417852967,1.6168926324982,590.37311066005,689.06405701665,682.04670649341,670.70851371246,1202.3360006016,1108.6695055417,955.25783848995,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5420000008281
100.72916813103,0,0,0,1500,0,15639.2756861,0,0,4.5879790292609,8.9,8.9,0,2.542,2.542,0,0,0,0,81400,4.5879790292609,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,101,3.3364013815301,1.6168961598651,590.37412267813,689.10219608238,682.07878204691,670.73130299422,1202.3665475515,1108.6952766876,955.27586122174,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5420000008282
100.73916813103,0,0,0,1500,0,15639.2756861,0,0,4.5879479625796,8.9,8.9,0,2.542,2.542,0,0,0,0,81400,4.5879479625796,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,101,3.3363854235524,1.6168998967921,590.37513565611,689.13922723735,682.10993704665,670.75348163084,1202.3969275314,1108.7209090579,955.29379352956,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5420000008283
100.74916813103,0,0,0,1500,0,15639.2756861,0,0,4.5879177241301,8.9,8.9,0,2.542,2.542,0,0,0,0,81400,4.5879177241301,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,101,3.3363700006588,1.6169038557687,590.37614960841,689.17516588168,682.1401842589,670.77505719397,1202.4271427025,1108.7464044502,955.31163658619,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5420000008285
100.75916813103,0,0,0,1500,0,15639.2756861,0,0,4.5878883301579,8.9,8.9,0,2.542,2.542,0,0,0,0,81400,4.5878883301579,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,101,3.3363551261857,1.6169080446864,590.37716455436,689.21002839224,682.16953726288,670.79603779466,1202.4571951207,1108.7717645741,955.32939150117,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5420000008285
100.76916813103,0,0,0,1500,0,15639.2756861,0,0,4.5878597878074,8.9,8.9,0,2.542,2.542,0,0,0,0,81400,4.5878597878074,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,101,3.3363408069359,1.616912467686,590.37818051718,689.24383203145,682.19801037419,670.8164320325,1202.48708675,1108.7969910626,955.34705932824,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5420000008286
100.77916813103,0,0,0,1500,0,15639.2756861,0,0,4.5878320971344,8.9,8.9,0,2.542,2.542,0,0,0,0,81400,4.5878320971344,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,101,3.3363270445845,1.6169171258408,590.37919752293,689.2765948715,682.22561858143,670.83624895474,1202.5168194739,1108.8220854819,955.36464107213,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5420000008286
100.78916813103,0,0,0,1500,0,15639.2756861,0,0,4.5878052527162,8.9,8.9,0,2.542,2.542,0,0,0,0,81400,4.5878052527162,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,101,3.3363138368027,1.6169220177289,590.3802155995,689.30833572826,682.252377491,670.85549802165,1202.5463951068,1108.8470493401,955.38213769476,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5420000008288
100.79916813103,0,0,0,1500,0,15639.2756861,0,0,4.5877792449373,8.9,8.9,0,2.542,2.542,0,0,0,0,81400,4.5877792449373,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,101,3.3363011781581,1.616927139907,590.38123477565,689.33907410154,682.27830327733,670.87418907604,1202.5758154039,1108.871884096,955.39955012081,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5420000008288
100.80916813103,0,0,0,1500,0,15639.2756861,0,0,4.5877540610145,8.9,8.9,0,2.542,2.542,0,0,0,0,81400,4.5877540610145,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,101,3.3362890608355,1.6169324872993,590.38225508015,689.3688301191,682.30341263636,670.89233231528,1202.6050820698,1108.8965911665,955.41687924301,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5420000008289
100.81916813103,0,0,0,1500,0,15639.2756861,0,0,4.5877296858143,8.9,8.9,0,2.542,2.542,0,0,0,0,81400,4.5877296858143,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,101,3.3362774752141,1.6169380535187,590.38327654094,689.39762448292,682.3277227409,670.90993826478,1202.6341967676,1108.9211719333,955.43412592685,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5420000008287
100.82916813103,0,0,0,1500,0,15639.2756861,0,0,4.5877061025047,8.9,8.9,0,2.542,2.542,0,0,0,0,81400,4.5877061025047,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,101,3.3362664103307,1.616943831129,590.38429918448,689.42547841671,682.35125119708,670.92701775227,1202.6631611259,1108.9456277495,955.451291015,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5420000008288
100.83916813103,0,0,0,1500,0,15639.2756861,0,0,4.5876832930741,8.9,8.9,0,2.542,2.542,0,0,0,0,81400,4.5876832930741,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,101,3.33625585425,1.6169498118642,590.38532303511,689.45241361395,682.3740160013,670.94358188251,1202.6919767462,1108.9699599455,955.46837533141,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.542000000829
100.84916813103,0,0,0,1500,0,15639.2756861,0,0,4.5876612387434,8.9,8.9,0,2.542,2.542,0,0,0,0,81400,4.5876612387434,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,101,3.336245794362,1.6169559868078,590.38634811454,689.47845218624,682.39603549742,670.95964201205,1202.7206452089,1108.9941698339,955.48537968495,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.542000000829
100.85916813103,0,0,0,1500,0,15639.2756861,0,0,4.5876399202928,8.9,8.9,0,2.542,2.542,0,0,0,0,81400,4.5876399202928,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,101,3.3362362176189,1.6169623465441,590.3873744414,689.50361661175,682.41732833401,670.97520972405,1202.7491680794,1109.0182587147,955.50230487287,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5420000008289
100.86916813103,0,0,0,1500,0,15639.2756861,0,0,4.5876193183189,8.9,8.9,0,2.542,2.542,0,0,0,0,81400,4.5876193183189,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,101,3.3362271107256,1.6169688812816,590.38840203097,689.52792968352,682.43791342161,670.99029680293,1202.777546913,1109.0422278793,955.51915168384,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5420000008289
100.87916813103,0,0,0,1500,0,15639.2756861,0,0,4.5875994134387,8.9,8.9,0,2.542,2.542,0,0,0,0,81400,4.5875994134387,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,101,3.3362184602914,1.6169755809586,590.38943089485,689.55141445804,682.45780989006,671.00491520901,1202.8057832597,1109.0660786145,955.5359209008,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.542000000829
100.88916813103,0,0,0,1500,0,15639.2756861,0,0,4.5875801864457,8.9,8.9,0,2.542,2.542,0,0,0,0,81400,4.5875801864457,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,101,3.3362102529496,1.6169824353307,590.39046104083,689.57409420381,682.47703704593,671.01907705297,1202.8338786682,1109.089812206,955.55261330343,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.542000000829
100.89916813103,0,0,0,1500,0,15639.2756861,0,0,4.5875616184319,8.9,8.9,0,2.542,2.542,0,0,0,0,81400,4.5875616184319,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,101,3.3362024754545,1.6169894340444,590.39149247279,689.59599235023,682.4956143302,671.03279457041,1202.8618346894,1109.113429941,955.56922967046,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.542000000829
100.90916813103,0,0,0,1500,0,15639.2756861,0,0,4.5875436908801,8.9,8.9,0,2.542,2.542,0,0,0,0,81400,4.5875436908801,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,101,3.3361951147552,1.6169965667008,590.39252519063,689.61713243696,682.51356127627,671.04608009636,1202.8896528798,1109.1369331113,955.58577078159,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5420000008291
100.91916813103,0,0,0,1500,0,15639.2756861,0,0,4.5875263857312,8.9,8.9,0,2.542,2.542,0,0,0,0,81400,4.5875263857312,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,101,3.3361881580555,1.6170038229085,590.3935591903,689.6375380638,682.53089746847,671.05894603997,1202.9173348039,1109.1603230152,955.60223741928,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.542000000829
100.92916813103,0,0,0,1500,0,15639.2756861,0,0,4.5875096854342,8.9,8.9,0,2.542,2.542,0,0,0,0,81400,4.5875096854342,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,101,3.3361815928576,1.6170111923303,590.39459446389,689.6572328414,682.54764250124,671.07140485934,1202.9448820364,1109.1836009594,955.61863037025,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.542000000829
100.93916813103,0,0,0,1500,0,15639.2756861,0,0,4.5874935729789,8.9,8.9,0,2.542,2.542,0,0,0,0,81400,4.5874935729789,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,101,3.336175406997,1.6170186647225,590.39563099969,689.67624034296,682.56381593906,671.08346903673,1202.9722961641,1109.2067682605,955.63495042674,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5420000008291
100.94916813103,0,0,0,1500,0,15639.2756861,0,0,4.587478031917,8.9,8.9,0,2.542,2.542,0,0,0,0,81400,4.587478031917,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,101,3.3361695886666,1.6170262299697,590.39666878239,689.69458405694,682.57943727735,671.0951510541,1202.9995787874,1109.2298262463,955.65119838757,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5420000008291
100.95916813103,0,0,0,1500,0,15639.2756861,0,0,4.5874630463728,8.9,8.9,0,2.542,2.542,0,0,0,0,81400,4.5874630463728,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,101,3.3361641264335,1.6170338781151,590.39770779325,689.71228734127,682.59452590443,671.10646336913,1203.026731521,1109.2527762563,955.667375059,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5420000008291
100.96916813103,0,0,0,1500,0,15639.2756861,0,0,4.5874486010452,8.9,8.9,0,2.542,2.542,0,0,0,0,81400,4.5874486010452,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,101,3.3361590092499,1.6170415993865,590.39874801026,689.72937337882,682.60910106467,671.1174183918,1203.0537559947,1109.2756196428,955.68348125539,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5420000008291
100.97916813103,0,0,0,1500,0,15639.2756861,0,0,4.5874346812044,8.9,8.9,0,2.542,2.542,0,0,0,0,81400,4.5874346812044,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,101,3.3361542264578,1.6170493842198,590.39978940843,689.74586513471,682.62318182309,671.12802846163,1203.0806538539,1109.2983577704,955.69951779964,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5420000008291
100.98916813103,0,0,0,1500,0,15639.2756861,0,0,4.5874212726824,8.9,8.9,0,2.542,2.542,0,0,0,0,81400,4.5874212726824,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,101,3.3361497677905,1.61705722328,590.40083195998,689.76178531526,682.63678703133,671.1383058256,1203.1074267592,1109.3209920171,955.71548552354,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5420000008292
100.99916813103,0,0,0,1500,0,15639.2756861,0,0,4.5874083618601,8.9,8.9,0,2.542,2.542,0,0,0,0,81400,4.5874083618601,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,101,3.3361456233687,1.6170651074788,590.40187563464,689.77715632893,682.64993529521,671.14826261691,1203.1340763868,1109.3435237729,955.73138526782,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5420000008292
101.00916813103,0,0,0,1500,0,15639.2756861,0,0,4.5873959356513,8.9,8.9,0,2.542,2.542,0,0,0,0,81400,4.5873959356513,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,101,3.3361417836949,1.6170730279912,590.40292039986,689.79200024924,682.66264494409,671.15791083459,1203.1606044271,1109.3659544404,955.7472178822,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5420000008291
101.01916813103,0,0,0,1500,0,15639.2756861,0,0,2.8420053439172,8.8969214244166,8.8969214244166,0,2.5397814078641,2.5397814078641,0,0,0,1,81400,2.8420053439172,8.8969214244166,8.8969214244166,2.5397814078641,2.5397814078641,1058.7116924637,1058.7116924637,0.62260114522431,0.69023802667284,0.55306507739051,101,2.0859770253812,1.048965646636,590.41677527851,690.93409781609,683.61252196424,671.79358877815,1204.3197316974,1110.3301146105,956.39186575259,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.62260114522431,0.69023802667284,0.55306507739051,2771999790,101,2.515601869998
101.02916813103,1,0,0,1500,0,15639.2756861,0,0,2.992163999743,8.8935647289558,8.8935647289558,0,0.1271,0.1271,0,0,0,1,81400,2.992163999743,8.8935647289558,8.8935647289558,0.1271,0.1271,0,0,0.53605234129002,0.59428690917693,0.4761825960248,101,2.154262069581,1.0303439686643,590.41333886456,691.4607914044,684.05047679344,672.08722167285,1205.1396297651,1111.0122123709,956.84817499823,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.53605234129002,0.59428690917693,0.4761825960248,2771999790,101,0.15654577593397
101.03916813103,1,0,0,1500,0,15639.2756861,0,0,2.9792081555842,8.8902092999335,8.8902092999335,0,0.1271,0.1271,0,0,0,1,81400,2.9792081555842,8.8902092999335,8.8902092999335,0.1271,0.1271,0.1,0.1,0.49219603512927,0.54566623050689,0.437224441921,101,2.1683788591541,1.0566764070514,590.45463587569,691.74630803279,684.28804103846,672.24741875396,1205.786005323,1111.5500289857,957.20814627209,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.49219603512927,0.54566623050689,0.437224441921,2771999790,101,0.12527021810661
