x1,x2,x3,x4,x5,x6,obj,age,batchId,fitness,iteration,accepted,conv_objective
7.0,6.0,3.0,4.0,5.0,2.0,81.0,1.0,3.0,-81.0,2.0,accepted,0.0
4.0,5.0,3.0,6.0,2.0,7.0,99.0,1.0,3.0,-99.0,2.0,accepted,0.0
7.0,6.0,3.0,4.0,5.0,2.0,81.0,1.0,3.0,-81.0,2.0,accepted,0.0
4.0,7.0,2.0,3.0,5.0,6.0,97.0,1.0,3.0,-97.0,2.0,accepted,0.0
7.0,6.0,3.0,2.0,4.0,5.0,86.0,1.0,3.0,-86.0,2.0,accepted,0.0
5.0,6.0,3.0,2.0,4.0,7.0,96.0,1.0,3.0,-96.0,2.0,accepted,0.0
4.0,5.0,3.0,6.0,2.0,7.0,99.0,1.0,3.0,-99.0,2.0,accepted,0.0
4.0,7.0,2.0,6.0,3.0,5.0,93.0,1.0,3.0,-93.0,2.0,accepted,0.0
4.0,5.0,3.0,6.0,2.0,7.0,99.0,1.0,3.0,-99.0,2.0,accepted,0.0
5.0,6.0,3.0,2.0,4.0,7.0,96.0,1.0,3.0,-96.0,2.0,accepted,0.0
4.0,7.0,2.0,6.0,3.0,5.0,93.0,1.0,3.0,-93.0,2.0,accepted,0.0
5.0,6.0,3.0,4.0,7.0,2.0,89.0,1.0,3.0,-89.0,2.0,accepted,0.0
7.0,3.0,4.0,5.0,6.0,2.0,87.0,0.0,4.0,-87.0,3.0,accepted,0.0
7.0,5.0,4.0,2.0,3.0,6.0,88.0,0.0,4.0,-88.0,3.0,accepted,0.0
7.0,5.0,4.0,2.0,3.0,6.0,88.0,0.0,4.0,-88.0,3.0,accepted,0.0
4.0,2.0,7.0,6.0,5.0,3.0,96.0,0.0,4.0,-96.0,3.0,accepted,0.0
7.0,3.0,4.0,6.0,2.0,5.0,89.0,0.0,4.0,-89.0,3.0,accepted,0.0
7.0,5.0,4.0,2.0,3.0,6.0,88.0,0.0,4.0,-88.0,3.0,accepted,0.0
7.0,5.0,4.0,2.0,6.0,3.0,85.0,0.0,4.0,-85.0,3.0,accepted,0.0
7.0,3.0,4.0,2.0,5.0,6.0,94.0,0.0,4.0,-94.0,3.0,accepted,0.0
7.0,2.0,3.0,6.0,5.0,4.0,93.0,0.0,4.0,-93.0,3.0,accepted,0.0
4.0,3.0,7.0,5.0,6.0,2.0,93.0,0.0,4.0,-93.0,3.0,accepted,0.0
7.0,3.0,4.0,5.0,6.0,2.0,87.0,0.0,4.0,-87.0,3.0,accepted,0.0
7.0,3.0,5.0,6.0,2.0,4.0,86.0,0.0,4.0,-86.0,3.0,accepted,0.0
7.0,3.0,4.0,5.0,6.0,2.0,87.0,0.0,4.0,-87.0,3.0,accepted,0.0
7.0,3.0,4.0,2.0,6.0,5.0,93.0,0.0,4.0,-93.0,3.0,accepted,0.0
4.0,3.0,5.0,6.0,2.0,7.0,101.0,0.0,4.0,-101.0,3.0,accepted,0.0
7.0,6.0,2.0,3.0,5.0,4.0,86.0,0.0,4.0,-86.0,3.0,accepted,0.0
4.0,2.0,7.0,5.0,6.0,3.0,97.0,0.0,4.0,-97.0,3.0,accepted,0.0
7.0,4.0,3.0,6.0,5.0,2.0,85.0,0.0,4.0,-85.0,3.0,accepted,0.0
7.0,3.0,5.0,2.0,6.0,4.0,90.0,0.0,4.0,-90.0,3.0,accepted,0.0
7.0,3.0,4.0,6.0,2.0,5.0,89.0,0.0,4.0,-89.0,3.0,accepted,0.0
2.0,6.0,3.0,7.0,4.0,5.0,101.0,2.0,5.0,-101.0,4.0,accepted,0.0
7.0,3.0,4.0,5.0,6.0,2.0,87.0,2.0,5.0,-87.0,4.0,accepted,0.0
2.0,6.0,4.0,7.0,3.0,5.0,99.0,2.0,5.0,-99.0,4.0,accepted,0.0
2.0,5.0,3.0,7.0,4.0,6.0,105.0,2.0,5.0,-105.0,4.0,accepted,0.0
4.0,6.0,3.0,7.0,5.0,2.0,90.0,2.0,5.0,-90.0,4.0,accepted,0.0
2.0,6.0,3.0,7.0,4.0,5.0,101.0,2.0,5.0,-101.0,4.0,accepted,0.0
7.0,6.0,5.0,2.0,3.0,4.0,81.0,2.0,5.0,-81.0,4.0,accepted,0.0
2.0,6.0,3.0,4.0,7.0,5.0,104.0,2.0,5.0,-104.0,4.0,accepted,0.0
5.0,3.0,4.0,7.0,6.0,2.0,93.0,2.0,5.0,-93.0,4.0,accepted,0.0
2.0,5.0,4.0,7.0,3.0,6.0,103.0,2.0,5.0,-103.0,4.0,accepted,0.0
4.0,3.0,5.0,7.0,2.0,6.0,99.0,2.0,5.0,-99.0,4.0,accepted,0.0
5.0,6.0,4.0,7.0,3.0,2.0,84.0,2.0,5.0,-84.0,4.0,accepted,0.0
5.0,3.0,7.0,6.0,2.0,4.0,90.0,2.0,5.0,-90.0,4.0,accepted,0.0
5.0,6.0,4.0,2.0,3.0,7.0,94.0,2.0,5.0,-94.0,4.0,accepted,0.0
7.0,5.0,4.0,2.0,3.0,6.0,88.0,2.0,5.0,-88.0,4.0,accepted,0.0
4.0,6.0,3.0,7.0,5.0,2.0,90.0,2.0,5.0,-90.0,4.0,accepted,0.0
2.0,5.0,4.0,7.0,3.0,6.0,103.0,2.0,5.0,-103.0,4.0,accepted,0.0
7.0,6.0,5.0,4.0,2.0,3.0,78.0,2.0,5.0,-78.0,4.0,accepted,0.0
7.0,6.0,5.0,2.0,4.0,3.0,80.0,2.0,5.0,-80.0,4.0,accepted,0.0
4.0,6.0,3.0,5.0,2.0,7.0,97.0,2.0,5.0,-97.0,4.0,accepted,0.0
7.0,4.0,3.0,5.0,6.0,2.0,86.0,3.0,6.0,-86.0,5.0,accepted,0.0
7.0,6.0,3.0,2.0,5.0,4.0,85.0,3.0,6.0,-85.0,5.0,accepted,0.0
7.0,6.0,5.0,3.0,2.0,4.0,80.0,3.0,6.0,-80.0,5.0,accepted,0.0
7.0,6.0,3.0,2.0,5.0,4.0,85.0,3.0,6.0,-85.0,5.0,accepted,0.0
7.0,6.0,3.0,4.0,2.0,5.0,84.0,3.0,6.0,-84.0,5.0,accepted,0.0
7.0,5.0,3.0,2.0,6.0,4.0,88.0,3.0,6.0,-88.0,5.0,accepted,0.0
7.0,6.0,3.0,2.0,5.0,4.0,85.0,3.0,6.0,-85.0,5.0,accepted,0.0
7.0,6.0,2.0,4.0,5.0,3.0,84.0,3.0,6.0,-84.0,5.0,accepted,0.0
7.0,4.0,3.0,6.0,2.0,5.0,88.0,3.0,6.0,-88.0,5.0,accepted,0.0
4.0,6.0,5.0,2.0,3.0,7.0,96.0,3.0,6.0,-96.0,5.0,accepted,0.0
7.0,4.0,3.0,5.0,2.0,6.0,90.0,3.0,6.0,-90.0,5.0,accepted,0.0
7.0,5.0,3.0,2.0,6.0,4.0,88.0,3.0,6.0,-88.0,5.0,accepted,0.0
7.0,6.0,2.0,4.0,5.0,3.0,84.0,3.0,6.0,-84.0,5.0,accepted,0.0
7.0,4.0,3.0,2.0,6.0,5.0,92.0,3.0,6.0,-92.0,5.0,accepted,0.0
7.0,6.0,3.0,4.0,2.0,5.0,84.0,3.0,6.0,-84.0,5.0,accepted,0.0
4.0,5.0,3.0,6.0,2.0,7.0,99.0,3.0,6.0,-99.0,5.0,accepted,0.0
7.0,6.0,2.0,4.0,5.0,3.0,84.0,3.0,6.0,-84.0,5.0,accepted,0.0
7.0,6.0,5.0,3.0,2.0,4.0,80.0,3.0,6.0,-80.0,5.0,accepted,0.0
7.0,5.0,2.0,4.0,3.0,6.0,90.0,3.0,6.0,-90.0,5.0,accepted,0.0
7.0,6.0,3.0,4.0,2.0,5.0,84.0,3.0,6.0,-84.0,5.0,accepted,0.0
7.0,6.0,5.0,3.0,4.0,2.0,78.0,2.0,7.0,-78.0,6.0,accepted,0.0
7.0,6.0,2.0,3.0,5.0,4.0,86.0,2.0,7.0,-86.0,6.0,accepted,0.0
7.0,6.0,5.0,3.0,4.0,2.0,78.0,2.0,7.0,-78.0,6.0,accepted,0.0
7.0,6.0,3.0,4.0,2.0,5.0,84.0,2.0,7.0,-84.0,6.0,accepted,0.0
7.0,6.0,3.0,5.0,2.0,4.0,82.0,2.0,7.0,-82.0,6.0,accepted,0.0
7.0,6.0,5.0,3.0,4.0,2.0,78.0,2.0,7.0,-78.0,6.0,accepted,0.0
7.0,6.0,3.0,2.0,5.0,4.0,85.0,2.0,7.0,-85.0,6.0,accepted,0.0
7.0,4.0,5.0,3.0,2.0,6.0,88.0,2.0,7.0,-88.0,6.0,accepted,0.0
7.0,6.0,2.0,5.0,4.0,3.0,83.0,2.0,7.0,-83.0,6.0,accepted,0.0
7.0,6.0,3.0,2.0,5.0,4.0,85.0,2.0,7.0,-85.0,6.0,accepted,0.0
7.0,6.0,2.0,3.0,5.0,4.0,86.0,2.0,7.0,-86.0,6.0,accepted,0.0
7.0,6.0,3.0,5.0,2.0,4.0,82.0,2.0,7.0,-82.0,6.0,accepted,0.0
7.0,4.0,3.0,2.0,5.0,6.0,93.0,2.0,7.0,-93.0,6.0,accepted,0.0
7.0,3.0,2.0,4.0,5.0,6.0,96.0,2.0,7.0,-96.0,6.0,accepted,0.0
7.0,6.0,3.0,5.0,2.0,4.0,82.0,2.0,7.0,-82.0,6.0,accepted,0.0
7.0,6.0,3.0,5.0,2.0,4.0,82.0,2.0,7.0,-82.0,6.0,accepted,0.0
7.0,4.0,3.0,2.0,5.0,6.0,93.0,2.0,7.0,-93.0,6.0,accepted,0.0
7.0,4.0,3.0,5.0,6.0,2.0,86.0,2.0,7.0,-86.0,6.0,accepted,0.0
7.0,4.0,3.0,2.0,5.0,6.0,93.0,2.0,7.0,-93.0,6.0,accepted,0.0
7.0,4.0,3.0,5.0,2.0,6.0,90.0,2.0,7.0,-90.0,6.0,accepted,0.0
7.0,6.0,5.0,2.0,4.0,3.0,80.0,1.0,8.0,-80.0,7.0,accepted,0.0
7.0,6.0,3.0,5.0,4.0,2.0,80.0,1.0,8.0,-80.0,7.0,accepted,0.0
7.0,6.0,5.0,3.0,2.0,4.0,80.0,1.0,8.0,-80.0,7.0,accepted,0.0
7.0,6.0,5.0,2.0,4.0,3.0,80.0,1.0,8.0,-80.0,7.0,accepted,0.0
7.0,6.0,5.0,2.0,3.0,4.0,81.0,1.0,8.0,-81.0,7.0,accepted,0.0
7.0,6.0,5.0,2.0,4.0,3.0,80.0,1.0,8.0,-80.0,7.0,accepted,0.0
7.0,6.0,4.0,2.0,5.0,3.0,82.0,1.0,8.0,-82.0,7.0,accepted,0.0
7.0,6.0,3.0,2.0,4.0,5.0,86.0,1.0,8.0,-86.0,7.0,accepted,0.0
7.0,6.0,3.0,5.0,2.0,4.0,82.0,1.0,8.0,-82.0,7.0,accepted,0.0
7.0,6.0,4.0,2.0,5.0,3.0,82.0,1.0,8.0,-82.0,7.0,accepted,0.0
7.0,6.0,3.0,2.0,5.0,4.0,85.0,1.0,8.0,-85.0,7.0,accepted,0.0
7.0,6.0,3.0,5.0,4.0,2.0,80.0,1.0,8.0,-80.0,7.0,accepted,0.0
7.0,6.0,3.0,5.0,4.0,2.0,80.0,1.0,8.0,-80.0,7.0,accepted,0.0
7.0,6.0,3.0,5.0,4.0,2.0,80.0,1.0,8.0,-80.0,7.0,accepted,0.0
7.0,6.0,4.0,2.0,5.0,3.0,82.0,1.0,8.0,-82.0,7.0,accepted,0.0
7.0,6.0,4.0,3.0,5.0,2.0,80.0,1.0,8.0,-80.0,7.0,accepted,0.0
7.0,6.0,3.0,5.0,4.0,2.0,80.0,1.0,8.0,-80.0,7.0,accepted,0.0
5.0,6.0,2.0,4.0,7.0,3.0,92.0,1.0,8.0,-92.0,7.0,accepted,0.0
7.0,6.0,3.0,5.0,4.0,2.0,80.0,1.0,8.0,-80.0,7.0,accepted,0.0
7.0,6.0,5.0,4.0,3.0,2.0,77.0,1.0,8.0,-77.0,7.0,accepted,0.0
5.0,6.0,7.0,2.0,4.0,3.0,84.0,0.0,9.0,-84.0,8.0,accepted,0.0
3.0,6.0,7.0,4.0,5.0,2.0,89.0,0.0,9.0,-89.0,8.0,accepted,0.0
5.0,6.0,7.0,3.0,2.0,4.0,84.0,0.0,9.0,-84.0,8.0,accepted,0.0
6.0,7.0,5.0,4.0,3.0,2.0,78.0,0.0,9.0,-78.0,8.0,accepted,0.0
5.0,6.0,7.0,2.0,3.0,4.0,85.0,0.0,9.0,-85.0,8.0,accepted,0.0
5.0,6.0,7.0,4.0,3.0,2.0,81.0,0.0,9.0,-81.0,8.0,accepted,0.0
5.0,6.0,7.0,4.0,3.0,2.0,81.0,0.0,9.0,-81.0,8.0,accepted,0.0
4.0,6.0,7.0,3.0,5.0,2.0,86.0,0.0,9.0,-86.0,8.0,accepted,0.0
5.0,6.0,7.0,3.0,2.0,4.0,84.0,0.0,9.0,-84.0,8.0,accepted,0.0
3.0,6.0,7.0,5.0,4.0,2.0,88.0,0.0,9.0,-88.0,8.0,accepted,0.0
3.0,6.0,7.0,2.0,4.0,5.0,94.0,0.0,9.0,-94.0,8.0,accepted,0.0
5.0,6.0,7.0,2.0,4.0,3.0,84.0,0.0,9.0,-84.0,8.0,accepted,0.0
3.0,6.0,7.0,5.0,2.0,4.0,90.0,0.0,9.0,-90.0,8.0,accepted,0.0
7.0,6.0,4.0,3.0,2.0,5.0,83.0,0.0,9.0,-83.0,8.0,accepted,0.0
5.0,6.0,7.0,2.0,3.0,4.0,85.0,0.0,9.0,-85.0,8.0,accepted,0.0
6.0,7.0,5.0,3.0,2.0,4.0,81.0,0.0,9.0,-81.0,8.0,accepted,0.0
5.0,6.0,7.0,3.0,2.0,4.0,84.0,0.0,9.0,-84.0,8.0,accepted,0.0
4.0,6.0,7.0,3.0,5.0,2.0,86.0,0.0,9.0,-86.0,8.0,accepted,0.0
5.0,6.0,7.0,2.0,3.0,4.0,85.0,0.0,9.0,-85.0,8.0,accepted,0.0
4.0,6.0,7.0,3.0,5.0,2.0,86.0,0.0,9.0,-86.0,8.0,accepted,0.0
7.0,3.0,5.0,2.0,4.0,6.0,92.0,4.0,10.0,-92.0,9.0,accepted,0.0
7.0,2.0,3.0,5.0,4.0,6.0,96.0,4.0,10.0,-96.0,9.0,accepted,0.0
7.0,2.0,3.0,5.0,4.0,6.0,96.0,4.0,10.0,-96.0,9.0,accepted,0.0
7.0,4.0,5.0,3.0,2.0,6.0,88.0,4.0,10.0,-88.0,9.0,accepted,0.0
7.0,4.0,5.0,3.0,2.0,6.0,88.0,4.0,10.0,-88.0,9.0,accepted,0.0
7.0,2.0,3.0,5.0,4.0,6.0,96.0,4.0,10.0,-96.0,9.0,accepted,0.0
7.0,2.0,3.0,5.0,4.0,6.0,96.0,4.0,10.0,-96.0,9.0,accepted,0.0
3.0,6.0,7.0,5.0,4.0,2.0,88.0,4.0,10.0,-88.0,9.0,accepted,0.0
7.0,4.0,5.0,2.0,6.0,3.0,86.0,4.0,10.0,-86.0,9.0,accepted,0.0
7.0,3.0,5.0,2.0,4.0,6.0,92.0,4.0,10.0,-92.0,9.0,accepted,0.0
7.0,4.0,5.0,2.0,6.0,3.0,86.0,4.0,10.0,-86.0,9.0,accepted,0.0
7.0,3.0,5.0,2.0,4.0,6.0,92.0,4.0,10.0,-92.0,9.0,accepted,0.0
7.0,3.0,5.0,2.0,4.0,6.0,92.0,4.0,10.0,-92.0,9.0,accepted,0.0
7.0,2.0,3.0,5.0,4.0,6.0,96.0,4.0,10.0,-96.0,9.0,accepted,0.0
7.0,4.0,5.0,3.0,2.0,6.0,88.0,4.0,10.0,-88.0,9.0,accepted,0.0
7.0,4.0,5.0,3.0,2.0,6.0,88.0,4.0,10.0,-88.0,9.0,accepted,0.0
7.0,2.0,5.0,3.0,4.0,6.0,94.0,4.0,10.0,-94.0,9.0,accepted,0.0
7.0,6.0,3.0,5.0,2.0,4.0,82.0,4.0,10.0,-82.0,9.0,accepted,0.0
7.0,2.0,5.0,3.0,6.0,4.0,92.0,4.0,10.0,-92.0,9.0,accepted,0.0
7.0,4.0,3.0,5.0,6.0,2.0,86.0,4.0,10.0,-86.0,9.0,accepted,0.0
3.0,6.0,5.0,2.0,4.0,7.0,100.0,5.0,11.0,-100.0,10.0,accepted,0.0
7.0,6.0,5.0,2.0,4.0,3.0,80.0,5.0,11.0,-80.0,10.0,accepted,0.0
4.0,6.0,5.0,2.0,7.0,3.0,92.0,5.0,11.0,-92.0,10.0,accepted,0.0
7.0,6.0,4.0,3.0,5.0,2.0,80.0,5.0,11.0,-80.0,10.0,accepted,0.0
2.0,6.0,5.0,4.0,7.0,3.0,98.0,5.0,11.0,-98.0,10.0,accepted,0.0
3.0,6.0,7.0,2.0,4.0,5.0,94.0,5.0,11.0,-94.0,10.0,accepted,0.0
4.0,6.0,5.0,3.0,2.0,7.0,95.0,5.0,11.0,-95.0,10.0,accepted,0.0
3.0,6.0,5.0,2.0,4.0,7.0,100.0,5.0,11.0,-100.0,10.0,accepted,0.0
4.0,6.0,5.0,3.0,2.0,7.0,95.0,5.0,11.0,-95.0,10.0,accepted,0.0
3.0,6.0,5.0,2.0,4.0,7.0,100.0,5.0,11.0,-100.0,10.0,accepted,0.0
2.0,6.0,5.0,4.0,7.0,3.0,98.0,5.0,11.0,-98.0,10.0,accepted,0.0
3.0,6.0,4.0,5.0,2.0,7.0,99.0,5.0,11.0,-99.0,10.0,accepted,0.0
4.0,6.0,5.0,2.0,3.0,7.0,96.0,5.0,11.0,-96.0,10.0,accepted,0.0
7.0,6.0,4.0,3.0,5.0,2.0,80.0,5.0,11.0,-80.0,10.0,accepted,0.0
4.0,6.0,5.0,3.0,2.0,7.0,95.0,5.0,11.0,-95.0,10.0,accepted,0.0
2.0,6.0,3.0,5.0,4.0,7.0,105.0,5.0,11.0,-105.0,10.0,accepted,0.0
4.0,6.0,5.0,3.0,2.0,7.0,95.0,5.0,11.0,-95.0,10.0,accepted,0.0
4.0,6.0,5.0,3.0,2.0,7.0,95.0,5.0,11.0,-95.0,10.0,accepted,0.0
4.0,6.0,5.0,3.0,2.0,7.0,95.0,5.0,11.0,-95.0,10.0,accepted,0.0
2.0,6.0,3.0,5.0,4.0,7.0,105.0,5.0,11.0,-105.0,10.0,accepted,0.0
7.0,5.0,6.0,2.0,4.0,3.0,81.0,3.0,12.0,-81.0,11.0,accepted,0.0
7.0,3.0,6.0,5.0,4.0,2.0,83.0,3.0,12.0,-83.0,11.0,accepted,0.0
7.0,3.0,6.0,4.0,2.0,5.0,87.0,3.0,12.0,-87.0,11.0,accepted,0.0
7.0,5.0,6.0,3.0,4.0,2.0,79.0,3.0,12.0,-79.0,11.0,accepted,0.0
7.0,5.0,6.0,2.0,4.0,3.0,81.0,3.0,12.0,-81.0,11.0,accepted,0.0
7.0,3.0,6.0,5.0,4.0,2.0,83.0,3.0,12.0,-83.0,11.0,accepted,0.0
7.0,3.0,6.0,5.0,4.0,2.0,83.0,3.0,12.0,-83.0,11.0,accepted,0.0
7.0,6.0,3.0,5.0,4.0,2.0,80.0,3.0,12.0,-80.0,11.0,accepted,0.0
7.0,5.0,6.0,3.0,4.0,2.0,79.0,3.0,12.0,-79.0,11.0,accepted,0.0
7.0,5.0,6.0,2.0,4.0,3.0,81.0,3.0,12.0,-81.0,11.0,accepted,0.0
7.0,6.0,3.0,2.0,4.0,5.0,86.0,3.0,12.0,-86.0,11.0,accepted,0.0
7.0,6.0,3.0,2.0,4.0,5.0,86.0,3.0,12.0,-86.0,11.0,accepted,0.0
7.0,5.0,6.0,2.0,4.0,3.0,81.0,3.0,12.0,-81.0,11.0,accepted,0.0
7.0,3.0,6.0,5.0,4.0,2.0,83.0,3.0,12.0,-83.0,11.0,accepted,0.0
7.0,5.0,6.0,3.0,4.0,2.0,79.0,3.0,12.0,-79.0,11.0,accepted,0.0
7.0,5.0,6.0,2.0,4.0,3.0,81.0,3.0,12.0,-81.0,11.0,accepted,0.0
7.0,3.0,6.0,5.0,4.0,2.0,83.0,3.0,12.0,-83.0,11.0,accepted,0.0
7.0,5.0,6.0,3.0,4.0,2.0,79.0,3.0,12.0,-79.0,11.0,accepted,0.0
7.0,6.0,3.0,2.0,4.0,5.0,86.0,3.0,12.0,-86.0,11.0,accepted,0.0
7.0,6.0,2.0,5.0,4.0,3.0,83.0,3.0,12.0,-83.0,11.0,accepted,0.0
5.0,6.0,3.0,7.0,4.0,2.0,86.0,4.0,13.0,-86.0,12.0,accepted,0.0
4.0,7.0,5.0,6.0,2.0,3.0,85.0,4.0,13.0,-85.0,12.0,accepted,0.0
2.0,6.0,5.0,7.0,4.0,3.0,95.0,4.0,13.0,-95.0,12.0,accepted,0.0
5.0,6.0,3.0,7.0,4.0,2.0,86.0,4.0,13.0,-86.0,12.0,accepted,0.0
3.0,5.0,6.0,7.0,4.0,2.0,91.0,4.0,13.0,-91.0,12.0,accepted,0.0
5.0,6.0,3.0,7.0,4.0,2.0,86.0,4.0,13.0,-86.0,12.0,accepted,0.0
3.0,6.0,7.0,2.0,4.0,5.0,94.0,4.0,13.0,-94.0,12.0,accepted,0.0
5.0,4.0,6.0,7.0,2.0,3.0,87.0,4.0,13.0,-87.0,12.0,accepted,0.0
2.0,7.0,5.0,6.0,4.0,3.0,93.0,4.0,13.0,-93.0,12.0,accepted,0.0
7.0,6.0,5.0,2.0,3.0,4.0,81.0,4.0,13.0,-81.0,12.0,accepted,0.0
3.0,7.0,5.0,6.0,4.0,2.0,88.0,4.0,13.0,-88.0,12.0,accepted,0.0
4.0,5.0,6.0,7.0,3.0,2.0,87.0,4.0,13.0,-87.0,12.0,accepted,0.0
6.0,5.0,2.0,3.0,4.0,7.0,96.0,4.0,13.0,-96.0,12.0,accepted,0.0
7.0,6.0,4.0,5.0,3.0,2.0,78.0,4.0,13.0,-78.0,12.0,accepted,0.0
2.0,6.0,5.0,7.0,4.0,3.0,95.0,4.0,13.0,-95.0,12.0,accepted,0.0
3.0,5.0,6.0,7.0,4.0,2.0,91.0,4.0,13.0,-91.0,12.0,accepted,0.0
2.0,6.0,5.0,7.0,4.0,3.0,95.0,4.0,13.0,-95.0,12.0,accepted,0.0
3.0,5.0,6.0,7.0,4.0,2.0,91.0,4.0,13.0,-91.0,12.0,accepted,0.0
7.0,5.0,6.0,2.0,4.0,3.0,81.0,4.0,13.0,-81.0,12.0,accepted,0.0
3.0,5.0,6.0,7.0,4.0,2.0,91.0,4.0,13.0,-91.0,12.0,accepted,0.0
7.0,6.0,5.0,3.0,2.0,4.0,80.0,5.0,14.0,-80.0,13.0,accepted,0.0
7.0,5.0,6.0,3.0,2.0,4.0,81.0,5.0,14.0,-81.0,13.0,accepted,0.0
7.0,6.0,5.0,3.0,2.0,4.0,80.0,5.0,14.0,-80.0,13.0,accepted,0.0
