v0,angle,r,t,ProbabilityWeight,ProbabilityWeight-v0,prefix,PointProbability,ProbabilityWeight-angle
33.1844604569,37.199378876,108.228194232,4.09449160682,0.000814269761901,0.0651415809521,51,0.000814269761901,0.0125
33.9054257456,26.466252584,93.5998068603,3.0838065278,0.000735139646844,0.0588111717476,52,0.000735139646844,0.0125
33.9054257456,30.043961348,101.678012765,3.46433412381,0.000735139646844,0.0588111717476,53,0.000735139646844,0.0125
34.2978052222,47.932505168,119.406304393,5.19615997466,0.00068930571949,0.0551444575592,54,0.00068930571949,0.0125
38.8423746116,47.932505168,153.146170952,5.88466786636,0.000208795584031,0.0167036467225,55,0.000208795584031,0.0125
33.1844604569,31.83281573,100.70668898,3.57201919977,0.000814269761901,0.0651415809521,56,0.000814269761901,0.0125
32.8482397909,33.621670112,101.531904583,3.71189489044,0.000847980876147,0.0678384700917,57,0.000847980876147,0.0125
33.9054257456,31.83281573,105.130129652,3.6496248567,0.000735139646844,0.0588111717476,58,0.000735139646844,0.0125
35.1758627283,55.087922696,118.51185825,5.88679732357,0.000583658693068,0.0466926954454,59,0.000583658693068,0.0125
38.8423746116,46.143650786,153.829388506,5.71600556559,0.000208795584031,0.0167036467225,60,0.000208795584031,0.0125
32.5244375061,44.354796404,107.915383726,4.64037061164,0.000878004560232,0.0702403648185,61,0.000878004560232,0.0125
40.7058592869,44.354796404,169.035383992,5.80764150405,0.000100765800826,0.00806126406607,62,0.000100765800826,0.0125
37.7383265068,53.299068314,139.269215258,6.17496006194,0.000301109365549,0.0240887492439,63,0.000301109365549,0.0125
34.7186298722,26.466252584,98.1435367185,3.15777003479,0.000638932058846,0.0511145647077,64,0.000638932058846,0.0125
32.2108982368,40.77708764,104.723470397,4.29336980306,0.000904467218661,0.0723573774928,65,0.000904467218661,0.0125
36.9189256147,55.087922696,130.548053364,6.17850468022,0.000382862856758,0.0306290285406,66,0.000382862856758,0.0125
31.6076952041,35.410524494,96.285351784,3.73764795812,0.00094710863791,0.0757686910328,67,0.00094710863791,0.0125
32.5244375061,51.510213932,105.167528798,5.19540796747,0.000878004560232,0.0702403648185,68,0.000878004560232,0.0125
33.9054257456,65.821048988,87.662360941,6.31243362748,0.000735139646844,0.0588111717476,69,0.000735139646844,0.0125
1.0,15.733126292,0.0532649251072,0.0553381619052,4.94329912283e-11,3.95463929826e-09,70,4.94329912283e-11,0.0125
1.0,47.932505168,0.101506674028,0.151501238665,4.94329912283e-11,3.95463929826e-09,71,4.94329912283e-11,0.0125
1.0,35.410524494,0.0963772575112,0.118251202246,4.94329912283e-11,3.95463929826e-09,72,4.94329912283e-11,0.0125
1.0,5.0,0.0177192018027,0.017786886275,4.94329912283e-11,3.95463929826e-09,73,4.94329912283e-11,0.0125
25.8141075012,17.521980674,39.0440585404,1.58610124725,0.000702519783037,0.056201582643,74,0.000702519783037,0.0125
40.7058592869,8.577708764,49.8721104288,1.23904192139,0.000100765800826,0.00806126406607,75,0.000100765800826,0.0125
30.7423870698,74.765320898,48.901640628,6.0534748044,0.000986422449611,0.0789137959689,76,0.000986422449611,0.0125
19.963670875,49.72135955,40.117129846,3.10825961147,0.000133026643584,0.0106421314867,77,0.000133026643584,0.0125
19.963670875,33.621670112,37.5024059851,2.25592142493,0.000133026643584,0.0106421314867,78,0.000133026643584,0.0125
25.4018953129,62.243340224,54.2711787112,4.58754865297,0.000653443549598,0.0522754839678,79,0.000653443549598,0.0125
37.7383265068,60.454485842,124.686269841,6.70020307426,0.000301109365549,0.0240887492439,80,0.000301109365549,0.0125
31.9058266591,58.66563146,92.2797198915,5.56168726291,0.000927473272044,0.0741978617636,81,0.000927473272044,0.0125
40.7058592869,53.299068314,162.033087412,6.66052468803,0.000100765800826,0.00806126406607,82,0.000100765800826,0.0125
35.1758627283,58.66563146,112.164591867,6.1317059667,0.000583658693068,0.0466926954454,83,0.000583658693068,0.0125
31.6076952041,55.087922696,95.6881040774,5.28965265099,0.00094710863791,0.0757686910328,84,0.00094710863791,0.0125
38.8423746116,56.876777078,140.910229842,6.63885387894,0.000208795584031,0.0167036467225,85,0.000208795584031,0.0125
33.5357459084,56.876777078,105.038114979,5.73185648491,0.000776718115929,0.0621374492743,86,0.000776718115929,0.0125
31.027095812,47.932505168,97.7185134224,4.7006434477,0.000976533412005,0.0781226729604,87,0.000976533412005,0.0125
40.7058592869,51.510213932,164.731227376,6.50229679213,0.000100765800826,0.00806126406607,88,0.000100765800826,0.0125
32.2108982368,38.988233258,103.549030142,4.13588443848,0.000904467218661,0.0723573774928,89,0.000904467218661,0.0125
38.8423746116,65.821048988,115.049915398,7.23158333152,0.000208795584031,0.0167036467225,90,0.000208795584031,0.0125
38.8423746116,55.087922696,144.505320364,6.5004002509,0.000208795584031,0.0167036467225,91,0.000208795584031,0.0125
40.7058592869,60.454485842,145.066526172,7.22706989897,0.000100765800826,0.00806126406607,92,0.000100765800826,0.0125
32.2108982368,53.299068314,101.460155782,5.2705307464,0.000904467218661,0.0723573774928,93,0.000904467218661,0.0125
36.9189256147,64.032194606,109.502092678,6.77379576064,0.000382862856758,0.0306290285406,94,0.000382862856758,0.0125
33.1844604569,55.087922696,105.473125085,5.55352954696,0.000814269761901,0.0651415809521,95,0.000814269761901,0.0125
31.027095812,46.143650786,98.1544564386,4.56591684001,0.000976533412005,0.0781226729604,96,0.000976533412005,0.0125
31.9058266591,49.72135955,102.468187465,4.96760305235,0.000927473272044,0.0741978617636,97,0.000927473272044,0.0125
31.027095812,42.565942022,97.8783645231,4.28324812961,0.000976533412005,0.0781226729604,98,0.000976533412005,0.0125
35.6810704095,62.243340224,107.081084074,6.44395406237,0.000523018199633,0.0418414559707,99,0.000523018199633,0.0125
40.7058592869,71.187612134,103.2202013,7.8635376374,0.000100765800826,0.00806126406607,100,0.000100765800826,0.0125
32.2108982368,46.143650786,105.787277468,4.74012403812,0.000904467218661,0.0723573774928,101,0.000904467218661,0.0125
37.7383265068,69.398757752,95.7285376366,7.20919030581,0.000301109365549,0.0240887492439,102,0.000301109365549,0.0125
32.2108982368,47.932505168,105.317434055,4.8799909814,0.000904467218661,0.0723573774928,103,0.000904467218661,0.0125
33.9054257456,60.454485842,100.644897439,6.01969559445,0.000735139646844,0.0588111717476,104,0.000735139646844,0.0125
40.7058592869,67.60990337,119.096847559,7.6810451724,0.000100765800826,0.00806126406607,105,0.000100765800826,0.0125
32.2108982368,31.83281573,94.884323889,3.46722367517,0.000904467218661,0.0723573774928,106,0.000904467218661,0.0125
32.8482397909,30.043961348,95.4361365981,3.35631467567,0.000847980876147,0.0678384700917,107,0.000847980876147,0.0125
31.3151770231,51.510213932,97.4926381334,5.00224239629,0.00096344333058,0.0770754664464,108,0.00096344333058,0.0125
36.9189256147,67.60990337,97.9680627293,6.96646478741,0.000382862856758,0.0306290285406,109,0.000382862856758,0.0125
40.7058592869,78.343029662,66.9159281996,8.13597836791,0.000100765800826,0.00806126406607,110,0.000100765800826,0.0125
38.8423746116,74.765320898,78.0656179682,7.64844107651,0.000208795584031,0.0167036467225,111,0.000208795584031,0.0125
36.9189256147,65.821048988,103.93764366,6.87348005272,0.000382862856758,0.0306290285406,112,0.000382862856758,0.0125
38.8423746116,67.60990337,108.44210944,7.32941250282,0.000208795584031,0.0167036467225,113,0.000208795584031,0.0125
31.9058266591,42.565942022,103.500977913,4.40455572089,0.000927473272044,0.0741978617636,114,0.000927473272044,0.0125
32.2108982368,37.199378876,101.970972727,3.97436784155,0.000904467218661,0.0723573774928,115,0.000904467218661,0.0125
31.6076952041,44.354796404,101.917656298,4.50957591193,0.00094710863791,0.0757686910328,116,0.00094710863791,0.0125
33.9054257456,62.243340224,96.6886317643,6.1232749876,0.000735139646844,0.0588111717476,117,0.000735139646844,0.0125
35.1758627283,64.032194606,99.406281067,6.45398277058,0.000583658693068,0.0466926954454,118,0.000583658693068,0.0125
40.7058592869,76.55417528,76.4748981748,8.07961643143,0.000100765800826,0.00806126406607,119,0.000100765800826,0.0125
40.7058592869,72.976466516,94.6624808345,7.94332964705,0.000100765800826,0.00806126406607,120,0.000100765800826,0.0125
40.7058592869,74.765320898,85.735781522,8.01537932058,0.000100765800826,0.00806126406607,121,0.000100765800826,0.0125
32.2108982368,33.621670112,97.6301597114,3.63987444511,0.000904467218661,0.0723573774928,122,0.000904467218661,0.0125
31.9058266591,51.510213932,101.205026536,5.09659193959,0.000927473272044,0.0741978617636,123,0.000927473272044,0.0125
31.6076952041,40.77708764,100.837950845,4.21296926077,0.00094710863791,0.0757686910328,124,0.00094710863791,0.0125
34.2978052222,28.255106966,100.106990849,3.31357523287,0.00068930571949,0.0551444575592,125,0.00068930571949,0.0125
38.8423746116,69.398757752,101.411613901,7.42009772094,0.000208795584031,0.0167036467225,126,0.000208795584031,0.0125
37.7383265068,65.821048988,108.60255283,7.02603421275,0.000301109365549,0.0240887492439,127,0.000301109365549,0.0125
34.7186298722,60.454485842,105.530625742,6.16407488451,0.000638932058846,0.0511145647077,128,0.000638932058846,0.0125
32.2108982368,56.876777078,96.9028722475,5.50541641293,0.000904467218661,0.0723573774928,129,0.000904467218661,0.0125
34.7186298722,62.243340224,101.382306226,6.27013857592,0.000638932058846,0.0511145647077,130,0.000638932058846,0.0125
36.2521074404,64.032194606,105.582229343,6.65144956428,0.00045638216197,0.0365105729576,131,0.00045638216197,0.0125
32.8482397909,58.66563146,97.8116239633,5.72596468996,0.000847980876147,0.0678384700917,132,0.000847980876147,0.0125
31.6076952041,47.932505168,101.40987687,4.78860497477,0.00094710863791,0.0757686910328,133,0.00094710863791,0.0125
32.5244375061,35.410524494,101.95162509,3.84605383749,0.000878004560232,0.0702403648185,134,0.000878004560232,0.0125
32.2108982368,55.087922696,99.3751881185,5.39060067964,0.000904467218661,0.0723573774928,135,0.000904467218661,0.0125
33.1844604569,60.454485842,96.4101767712,5.89169273129,0.000814269761901,0.0651415809521,136,0.000814269761901,0.0125
35.6810704095,65.821048988,97.0846362263,6.64301903795,0.000523018199633,0.0418414559707,137,0.000523018199633,0.0125
31.6076952041,38.988233258,99.70708545,4.05843307348,0.00094710863791,0.0757686910328,138,0.00094710863791,0.0125
32.8482397909,56.876777078,100.775551407,5.61434944008,0.000847980876147,0.0678384700917,139,0.000847980876147,0.0125
33.5357459084,58.66563146,101.94882053,5.84580781635,0.000776718115929,0.0621374492743,140,0.000776718115929,0.0125
35.1758627283,26.466252584,100.745594495,3.19935682025,0.000583658693068,0.0466926954454,141,0.000583658693068,0.0125
35.1758627283,62.243340224,104.070232779,6.35271422421,0.000583658693068,0.0466926954454,142,0.000583658693068,0.0125
35.6810704095,64.032194606,102.282199782,6.54667706198,0.000523018199633,0.0418414559707,143,0.000523018199633,0.0125
37.7383265068,67.60990337,102.365046326,7.1210827067,0.000301109365549,0.0240887492439,144,0.000301109365549,0.0125
34.2978052222,60.454485842,102.987855904,6.08936010846,0.00068930571949,0.0551444575592,145,0.00068930571949,0.0125
38.8423746116,71.187612134,93.9858324994,7.50355059531,0.000208795584031,0.0167036467225,146,0.000208795584031,0.0125
33.1844604569,30.043961348,97.3998228811,3.39066849075,0.000814269761901,0.0651415809521,147,0.000814269761901,0.0125
33.1844604569,56.876777078,102.84910106,5.67181554237,0.000814269761901,0.0651415809521,148,0.000814269761901,0.0125
33.1844604569,58.66563146,99.8241880837,5.78457323866,0.000814269761901,0.0651415809521,149,0.000814269761901,0.0125
31.9058266591,53.299068314,99.5473849889,5.22061319618,0.000927473272044,0.0741978617636,150,0.000927473272044,0.0125
32.5244375061,55.087922696,101.319230098,5.44307251653,0.000878004560232,0.0702403648185,151,0.000878004560232,0.0125
31.6076952041,49.72135955,100.562186807,4.9211852384,0.00094710863791,0.0757686910328,152,0.00094710863791,0.0125
33.5357459084,60.454485842,98.4621462755,5.95406125899,0.000776718115929,0.0621374492743,153,0.000776718115929,0.0125
32.5244375061,33.621670112,99.540064312,3.67530480056,0.000878004560232,0.0702403648185,154,0.000878004560232,0.0125
32.5244375061,31.83281573,96.7405126657,3.50097345668,0.000878004560232,0.0702403648185,155,0.000878004560232,0.0125
32.2108982368,35.410524494,99.9954491611,3.80897744194,0.000904467218661,0.0723573774928,156,0.000904467218661,0.0125
36.2521074404,24.677398202,101.752132358,3.0888915682,0.00045638216197,0.0365105729576,157,0.00045638216197,0.0125
31.6076952041,51.510213932,99.3225218098,5.04896883969,0.00094710863791,0.0757686910328,158,0.00094710863791,0.0125
32.8482397909,55.087922696,103.346672256,5.4972619031,0.000847980876147,0.0678384700917,159,0.000847980876147,0.0125
31.9058266591,37.199378876,100.048571792,3.93672633714,0.000927473272044,0.0741978617636,160,0.000927473272044,0.0125
32.8482397909,31.83281573,98.6763326823,3.53582796274,0.000847980876147,0.0678384700917,161,0.000847980876147,0.0125
31.3151770231,42.565942022,99.7043697486,4.32301734669,0.00096344333058,0.0770754664464,162,0.00096344333058,0.0125
31.3151770231,44.354796404,100.039960764,4.46784136171,0.00096344333058,0.0770754664464,163,0.00096344333058,0.0125
31.9058266591,38.988233258,101.596878985,4.09671319955,0.000927473272044,0.0741978617636,164,0.000927473272044,0.0125
31.3151770231,46.143650786,99.9856123967,4.60831058711,0.00096344333058,0.0770754664464,165,0.00096344333058,0.0125
31.3151770231,40.77708764,98.9801474295,4.17397970152,0.00096344333058,0.0770754664464,166,0.00096344333058,0.0125
32.5244375061,56.876777078,98.7985491783,5.5590058604,0.000878004560232,0.0702403648185,167,0.000878004560232,0.0125
34.2978052222,62.243340224,98.9394905173,6.19413820145,0.00068930571949,0.0551444575592,168,0.00068930571949,0.0125
36.2521074404,65.821048988,100.216971767,6.74933338963,0.00045638216197,0.0365105729576,169,0.00045638216197,0.0125
33.5357459084,30.043961348,99.4728557597,3.42656157128,0.000776718115929,0.0621374492743,170,0.000776718115929,0.0125
31.3151770231,47.932505168,99.5415364879,4.74428810802,0.00096344333058,0.0770754664464,171,0.00096344333058,0.0125
31.6076952041,42.565942022,101.575766422,4.36339908139,0.00094710863791,0.0757686910328,172,0.00094710863791,0.0125
34.2978052222,26.466252584,95.7787594497,3.11949469171,0.00068930571949,0.0551444575592,173,0.00068930571949,0.0125
37.7383265068,22.88854382,104.144238568,2.99549701938,0.000301109365549,0.0240887492439,174,0.000301109365549,0.0125
31.6076952041,46.143650786,101.862287841,4.65135727433,0.00094710863791,0.0757686910328,175,0.00094710863791,0.0125
31.3151770231,49.72135955,98.7094639726,4.87564138761,0.00096344333058,0.0770754664464,176,0.00096344333058,0.0125
34.7186298722,64.032194606,96.8388150851,6.3700907848,0.000638932058846,0.0511145647077,177,0.000638932058846,0.0125
36.2521074404,22.88854382,96.1028994641,2.8775276976,0.00045638216197,0.0365105729576,178,0.00045638216197,0.0125
33.9054257456,28.255106966,97.8295716365,3.27566671635,0.000735139646844,0.0588111717476,179,0.000735139646844,0.0125
36.2521074404,67.60990337,94.4610848476,6.84063866291,0.00045638216197,0.0365105729576,180,0.00045638216197,0.0125
36.9189256147,24.677398202,105.529798878,3.14570837642,0.000382862856758,0.0306290285406,181,0.000382862856758,0.0125
34.7186298722,28.255106966,102.578632138,3.35423189088,0.000638932058846,0.0511145647077,182,0.000638932058846,0.0125
35.1758627283,24.677398202,95.8002225496,2.99718922449,0.000583658693068,0.0466926954454,183,0.000583658693068,0.0125
35.6444784909,56.8000218207,118.802540274,6.08694591962,0.000527371236048,0.0421896988838,184,0.000527371236048,0.0125
21.0722601869,71.4242810911,27.3639190606,4.07642226124,0.00020255606624,0.0162044852992,185,0.00020255606624,0.0125
28.3430480588,65.404953803,62.0433499681,5.25949852121,0.000944067518331,0.0755254014665,186,0.000944067518331,0.0125
29.2699190892,35.0775776687,82.2297618014,3.43285394751,0.000986780002279,0.0789424001823,187,0.000986780002279,0.0125
26.6007898931,38.4833960872,70.3442711299,3.37823417371,0.000791567292721,0.0633253834177,188,0.000791567292721,0.0125
30.3237469781,68.6780684217,63.5638270395,5.76492869835,0.000995267196036,0.0796213756829,189,0.000995267196036,0.0125
24.9980043649,48.3729742196,63.3238665004,3.81339373699,0.000604685371281,0.0483748297025,190,0.000604685371281,0.0125
25.118194179,20.240727797,41.7955970838,1.77347381442,0.000619223900462,0.0495379120369,191,0.000619223900462,0.0125
27.0925086868,24.7159640164,56.8953359547,2.31182140596,0.0008422167191,0.067377337528,192,0.0008422167191,0.0125
39.7396433472,57.3939640942,146.299730791,6.83193920049,0.000149589433495,0.0119671546796,193,0.000149589433495,0.0125
24.6831184662,51.227150179,60.7060733289,3.92730982178,0.000566639272225,0.045331141778,194,0.000566639272225,0.0125
29.3380380816,23.7400049946,64.7333454143,2.41043123989,0.000988653197456,0.0790922557965,195,0.000988653197456,0.0125
40.7058592869,31.83281573,151.531404898,4.38163251456,0.000100765800826,0.00806126406607,196,0.000100765800826,0.0125
40.7058592869,33.621670112,155.916537686,4.59981636946,0.000100765800826,0.00806126406607,197,0.000100765800826,0.0125
40.7058592869,30.043961348,146.555627511,4.15917789751,0.000100765800826,0.00806126406607,198,0.000100765800826,0.0125
38.8423746116,31.83281573,137.974980282,4.18104456023,0.000208795584031,0.0167036467225,199,0.000208795584031,0.0125
33.2796114599,33.5978856936,104.179771298,3.75829241732,0.000804314575242,0.0643451660193,200,0.000804314575242,0.0125
19.9738302944,28.9713390414,34.5020830006,1.97444186351,0.000133570029073,0.0106856023258,201,0.000133570029073,0.0125
17.238281151,63.8020034644,24.0227339354,3.15662411416,3.8393114067e-05,0.00307144912536,202,3.8393114067e-05,0.0125
26.2905584726,52.384295605,68.1998670004,4.25006931951,0.00075741275289,0.0605930202312,203,0.00075741275289,0.0125
29.8877428563,10.7833809792,33.5056522927,1.14120178105,0.000997104370092,0.0797683496074,204,0.000997104370092,0.0125
29.300761403,7.67773054603,23.1985337735,0.798900236651,0.00098765040066,0.0790120320528,205,0.00098765040066,0.0125
30.5827841779,27.6914750465,78.5435582705,2.90043570165,0.000990603877058,0.0792483101646,206,0.000990603877058,0.0125
24.2224903898,66.050311751,44.4218870169,4.51775281359,0.00051158570933,0.0409268567464,207,0.00051158570933,0.0125
36.4896517905,81.3234762466,40.5234586702,7.36164412816,0.000429574796765,0.0343659837412,208,0.000429574796765,0.0125
21.0403440525,12.7925095912,19.5079870635,0.950770260693,0.000200256448565,0.0160205158852,209,0.000200256448565,0.0125
26.235605515,30.5906575978,61.536719427,2.72476070596,0.000751216704837,0.0600973363869,210,0.000751216704837,0.0125
28.4116846218,68.7961039841,55.5504095481,5.40575328674,0.000948282607628,0.0758626086103,211,0.000948282607628,0.0125
29.963573932,6.1046479645,19.374806819,0.650299652661,0.000997329238649,0.0797863390919,212,0.000997329238649,0.0125
21.4659326725,60.4466490763,40.3481836255,3.81084614614,0.000232409610863,0.018592768869,213,0.000232409610863,0.0125
24.5890488121,7.77731800517,16.5442378882,0.679076007047,0.000555317280399,0.044425382432,214,0.000555317280399,0.0125
19.1967104989,62.6638395474,30.6790785177,3.48019747678,9.66297051859e-05,0.00773037641488,215,9.66297051859e-05,0.0125
28.4020559561,81.9373967305,22.8616570091,5.73904354064,0.000947700930764,0.0758160744611,216,0.000947700930764,0.0125
27.5690060089,56.8275219509,71.039686709,4.70938958343,0.000886173580546,0.0708938864437,217,0.000886173580546,0.0125
30.4684956974,33.5271208986,87.2320991754,3.43443148407,0.000992987144248,0.0794389715399,218,0.000992987144248,0.0125
27.3595513903,78.6483623445,29.4803606189,5.47435401323,0.000867545625563,0.0694036500451,219,0.000867545625563,0.0125
29.1613765099,76.6732800174,38.926229139,5.79104160882,0.000983425312859,0.0786740250287,220,0.000983425312859,0.0125
33.8212300588,79.0493438006,43.5383607087,6.77660902665,0.000744767060265,0.0595813648212,221,0.000744767060265,0.0125
33.9610974002,36.6298003568,112.701682331,4.13523040852,0.000728728787861,0.0582983030289,222,0.000728728787861,0.0125
28.5018325276,62.3303478531,68.1825979201,5.15150098365,0.000953574320025,0.076285945602,223,0.000953574320025,0.0125
33.7295195954,48.8560533998,115.039797903,5.18373812105,0.000755153585983,0.0604122868786,224,0.000755153585983,0.0125
37.3794611532,62.7868429706,115.965042856,6.78407762515,0.000335619656373,0.0268495725098,225,0.000335619656373,0.0125
33.3103212514,23.131209374,81.804600986,2.67052306327,0.000801065683997,0.0640852547197,226,0.000801065683997,0.0125
28.4704488755,34.9004864204,77.624052917,3.32437715765,0.00095176385172,0.0761411081376,227,0.00095176385172,0.0125
23.1946863322,45.6186656562,54.8844926565,3.38311340468,0.000394990454828,0.0315992363863,228,0.000394990454828,0.0125
27.1797306037,6.99221631558,18.2165385041,0.67524714758,0.000850674098811,0.0680539279049,229,0.000850674098811,0.0125
23.59489856,66.1320558705,42.0409659081,4.40348452715,0.000439044595777,0.0351235676621,230,0.000439044595777,0.0125
19.0501474442,27.2060946427,30.1148779067,1.7774663604,9.06605273334e-05,0.00725284218667,231,9.06605273334e-05,0.0125
30.4553378006,16.2164087247,50.7594509734,1.73574361261,0.000993228582788,0.079458286623,232,0.000993228582788,0.0125
28.6249727687,81.5704662531,24.2487797163,5.77872129919,0.00096034585405,0.076827668324,233,0.00096034585405,0.0125
26.0838051215,18.9207170564,42.5907242877,1.72610636178,0.000733902242707,0.0587121794166,234,0.000733902242707,0.0125
38.9634983285,51.2722265828,151.215561493,6.20336455039,0.000199980814862,0.015998465189,235,0.000199980814862,0.0125
33.6888568938,6.37248801099,25.5490897358,0.763098927868,0.000759723216628,0.0607778573302,236,0.000759723216628,0.0125
21.6513940188,25.0109266164,36.6554500795,1.86816663628,0.000247428844915,0.0197943075932,237,0.000247428844915,0.0125
31.0058831015,34.0472188473,91.0157436151,3.54274450145,0.000977376035266,0.0781900828213,238,0.000977376035266,0.0125
