v0,angle,r,t,PointProbability,ProbabilityWeight,ProbabilityWeight-v0,ProbabilityWeight-angle,prefix
43.5820415669,65.8628034733,144.652601553,8.11665623629,0.00021186440678,1.0,1.0,1.0,93
14.9231102317,49.902176141,22.3925193243,2.32966764499,0.00021186440678,1.0,1.0,1.0,94
16.108031008,66.6773748169,19.2514385293,3.0187440101,0.00021186440678,1.0,1.0,1.0,95
3.3855819107,44.503647806,1.16943311325,0.484314175632,0.00021186440678,1.0,1.0,1.0,96
42.9291105056,46.8186260857,187.673096413,6.38847478062,0.00021186440678,1.0,1.0,1.0,97
7.54255876167,39.2032816713,5.68668721664,0.972949577216,0.00021186440678,1.0,1.0,1.0,98
26.9208539396,7.03353004577,17.9746484266,0.672747580637,0.00021186440678,1.0,1.0,1.0,99
12.901433174,13.6313142648,7.78003495001,0.620514940806,0.00021186440678,1.0,1.0,1.0,100
53.8500523031,7.5143348804,76.7277788767,1.43718358922,0.00021186440678,1.0,1.0,1.0,101
29.0468432559,55.9128327414,79.9225301209,4.90942561355,0.00021186440678,1.0,1.0,1.0,102
34.2332589154,30.1484785101,103.870647421,3.50885713348,0.00021186440678,1.0,1.0,1.0,103
42.035448751,45.6856554655,180.252335263,6.13818656862,0.00021186440678,1.0,1.0,1.0,104
9.22055575722,77.6053183881,3.63744088623,1.83788672418,0.00021186440678,1.0,1.0,1.0,105
36.6606252877,24.9433783861,104.88319847,3.15522598195,0.00021186440678,1.0,1.0,1.0,106
32.8506242544,37.8306337522,106.688366417,4.11188870511,0.00021186440678,1.0,1.0,1.0,107
12.9806125462,65.4440911627,12.9980884035,2.40950946906,0.00021186440678,1.0,1.0,1.0,108
56.6283608069,23.3038527375,237.781128598,4.57195728524,0.00021186440678,1.0,1.0,1.0,109
36.3330624861,11.1583930082,51.1504720812,1.43494798764,0.00021186440678,1.0,1.0,1.0,110
41.9923112353,28.1801163087,149.801788159,4.04707234798,0.00021186440678,1.0,1.0,1.0,111
52.9476024762,17.8977028497,167.318005118,3.32077060028,0.00021186440678,1.0,1.0,1.0,112
37.8368886169,79.3758118512,52.9427966284,7.58944361102,0.00021186440678,1.0,1.0,1.0,113
18.4423875884,69.6496304275,22.6322569439,3.52883259264,0.00021186440678,1.0,1.0,1.0,114
7.22416122309,55.6723009168,4.9600816771,1.21753030239,0.00021186440678,1.0,1.0,1.0,115
27.9355396824,74.7168470523,40.4957112876,5.49950986651,0.00021186440678,1.0,1.0,1.0,116
13.8879858679,69.2937665396,13.0186494811,2.65120394406,0.00021186440678,1.0,1.0,1.0,117
25.5740867987,19.925604671,42.765550139,1.77870235914,0.00021186440678,1.0,1.0,1.0,118
53.1135354496,76.4047199095,131.538941606,10.5357783106,0.00021186440678,1.0,1.0,1.0,119
20.1363563147,48.1473793562,41.1253311841,3.06098727344,0.00021186440678,1.0,1.0,1.0,120
8.20318923732,69.5952128211,4.48762203026,1.56907399853,0.00021186440678,1.0,1.0,1.0,121
22.0215726413,76.6873043011,22.1768123733,4.37342983021,0.00021186440678,1.0,1.0,1.0,122
54.5028784137,30.4402775749,264.806699243,5.63537478574,0.00021186440678,1.0,1.0,1.0,123
17.0558026172,13.8041538021,13.7561613423,0.830526606172,0.00021186440678,1.0,1.0,1.0,124
39.2137172903,23.2348130686,113.761042233,3.15710683009,0.00021186440678,1.0,1.0,1.0,125
1.03070221283,39.1686236379,0.106164723931,0.132856428196,0.00021186440678,1.0,1.0,1.0,126
21.801562315,70.4411814328,30.5998839634,4.19256641854,0.00021186440678,1.0,1.0,1.0,127
18.9820942599,73.8584466439,19.6375488931,3.72117918028,0.00021186440678,1.0,1.0,1.0,128
10.7146951819,5.55617045624,2.25782549601,0.211717024538,0.00021186440678,1.0,1.0,1.0,129
32.5112759242,45.8597840278,107.806843983,4.76149304959,0.00021186440678,1.0,1.0,1.0,130
29.6049686176,38.3928801197,87.0660733797,3.75228108004,0.00021186440678,1.0,1.0,1.0,131
41.8537258973,22.7686245036,127.573804314,3.3056816757,0.00021186440678,1.0,1.0,1.0,132
16.895327673,14.5892295636,14.2007012706,0.868514470815,0.00021186440678,1.0,1.0,1.0,133
15.4034057174,32.009213778,21.7638497231,1.66625754334,0.00021186440678,1.0,1.0,1.0,134
10.9291717056,80.432776491,3.99520220851,2.19942058868,0.00021186440678,1.0,1.0,1.0,135
13.9070891556,30.8562348284,17.3786273885,1.45566260715,0.00021186440678,1.0,1.0,1.0,136
33.9280181336,46.5032499939,117.298573036,5.02282439054,0.00021186440678,1.0,1.0,1.0,137
24.8263341991,61.241516633,53.053032711,4.44166186849,0.00021186440678,1.0,1.0,1.0,138
4.82864255151,34.0903684565,2.20872114288,0.552337372669,0.00021186440678,1.0,1.0,1.0,139
15.981009346,82.7425667825,6.53156822126,3.23530175359,0.00021186440678,1.0,1.0,1.0,140
15.5656877513,81.99578382,6.8182271887,3.14572328463,0.00021186440678,1.0,1.0,1.0,141
42.081951971,25.1425837959,139.003022583,3.64886893652,0.00021186440678,1.0,1.0,1.0,142
43.0239647105,44.7798800747,188.878254895,6.18478268211,0.00021186440678,1.0,1.0,1.0,143
9.73712879902,29.0702650007,8.21712763662,0.965529419692,0.00021186440678,1.0,1.0,1.0,144
59.8666889313,27.7872392588,301.665450458,5.69576098364,0.00021186440678,1.0,1.0,1.0,145
16.7400799351,7.95095592806,7.83476127707,0.472566990034,0.00021186440678,1.0,1.0,1.0,146
58.6202822003,53.7651464457,334.361889725,9.64962692028,0.00021186440678,1.0,1.0,1.0,147
25.2511841397,45.2143216413,65.0616792888,3.65754046231,0.00021186440678,1.0,1.0,1.0,148
2.94999342131,9.11830047241,0.277894186575,0.0954072679877,0.00021186440678,1.0,1.0,1.0,149
21.3592036649,27.2917170129,37.9385280501,1.99870311609,0.00021186440678,1.0,1.0,1.0,150
38.4267292408,77.6612705161,62.9081990253,7.66104566172,0.00021186440678,1.0,1.0,1.0,151
41.1616219858,24.1649511874,129.14301366,3.43880148712,0.00021186440678,1.0,1.0,1.0,152
32.3251404826,16.5915894722,58.3571578941,1.88374882041,0.00021186440678,1.0,1.0,1.0,153
27.4192066261,44.1562207693,76.6823280159,3.89809971148,0.00021186440678,1.0,1.0,1.0,154
33.6206922251,83.8520365951,24.5633250236,6.82190357588,0.00021186440678,1.0,1.0,1.0,155
35.9691067238,24.3644219496,99.224258229,3.0282967737,0.00021186440678,1.0,1.0,1.0,156
5.77034622216,58.7708438127,3.01260334013,1.00698493307,0.00021186440678,1.0,1.0,1.0,157
22.8096131242,65.9295692064,39.5405057887,4.25024456186,0.00021186440678,1.0,1.0,1.0,158
15.2874362614,24.0110038638,17.72828989,1.26951889148,0.00021186440678,1.0,1.0,1.0,159
48.3852455445,63.2573079826,191.997929644,8.81832303172,0.00021186440678,1.0,1.0,1.0,160
28.7477372158,34.4226507725,78.6468006859,3.31650999575,0.00021186440678,1.0,1.0,1.0,161
59.0219650616,55.584466227,331.481496947,9.93689342984,0.00021186440678,1.0,1.0,1.0,162
24.5306421627,55.6823767281,57.1836775505,4.13478954243,0.00021186440678,1.0,1.0,1.0,163
49.1694809036,47.8619744356,245.467697382,7.44095536717,0.00021186440678,1.0,1.0,1.0,164
48.1023622239,12.2231814096,97.7103261585,2.07841701484,0.00021186440678,1.0,1.0,1.0,165
9.89233506492,71.8241995729,5.91881667517,1.91811142438,0.00021186440678,1.0,1.0,1.0,166
30.9837281099,30.6624054037,85.9441155995,3.22470179451,0.00021186440678,1.0,1.0,1.0,167
42.0529557984,19.9214805139,115.614400608,2.92424278673,0.00021186440678,1.0,1.0,1.0,168
51.6431692635,8.26201133506,77.4026358105,1.51451589835,0.00021186440678,1.0,1.0,1.0,169
20.2315754844,52.2714356257,40.42879092,3.26561808151,0.00021186440678,1.0,1.0,1.0,170
13.9942218433,59.205149313,17.5767436254,2.45328965255,0.00021186440678,1.0,1.0,1.0,171
42.9578225419,6.32702622594,41.2504884171,0.966140250595,0.00021186440678,1.0,1.0,1.0,172
48.7605620459,45.9674442282,242.473143608,7.15431858982,0.00021186440678,1.0,1.0,1.0,173
21.5712932324,23.1196621475,34.2929528049,1.72857705383,0.00021186440678,1.0,1.0,1.0,174
6.67441652149,56.6138237649,4.17724666034,1.13734870802,0.00021186440678,1.0,1.0,1.0,175
56.490872424,18.949314117,200.026337562,3.74374912254,0.00021186440678,1.0,1.0,1.0,176
24.4567491758,60.2750188241,52.5615466951,4.3344118089,0.00021186440678,1.0,1.0,1.0,177
31.5473293589,35.9388279801,96.5168278225,3.77873375338,0.00021186440678,1.0,1.0,1.0,178
50.4248962957,79.9383989337,89.2632787946,10.1325277497,0.00021186440678,1.0,1.0,1.0,179
40.865716902,16.0016751315,90.3113872481,2.29903400717,0.00021186440678,1.0,1.0,1.0,180
44.3777513251,32.2853081551,181.487893385,4.83749721171,0.00021186440678,1.0,1.0,1.0,181
13.3352254534,14.0778820238,8.56243332539,0.661973089843,0.00021186440678,1.0,1.0,1.0,182
32.9454304897,78.9754895666,41.5774888782,6.59947713968,0.00021186440678,1.0,1.0,1.0,183
42.0512795812,75.1871484123,89.1971487147,8.29668371012,0.00021186440678,1.0,1.0,1.0,184
14.4844510815,25.635330123,16.7006712265,1.27889355537,0.00021186440678,1.0,1.0,1.0,185
11.3223405479,57.7987240937,11.7972698228,1.95525568108,0.00021186440678,1.0,1.0,1.0,186
58.9479322319,70.3777759116,224.316415518,11.3315642104,0.00021186440678,1.0,1.0,1.0,187
31.4815176203,49.4160650774,99.9320495623,4.87933806547,0.00021186440678,1.0,1.0,1.0,188
16.3889214321,47.3720466258,27.313932899,2.46090280123,0.00021186440678,1.0,1.0,1.0,189
59.7789682585,24.3481827014,273.929752728,5.02973717721,0.00021186440678,1.0,1.0,1.0,190
57.9597417433,12.4482211302,144.307115437,2.54972279591,0.00021186440678,1.0,1.0,1.0,191
33.9393134296,76.7772605251,52.3452889948,6.74275940661,0.00021186440678,1.0,1.0,1.0,192
53.0755444078,77.0334441383,125.70823983,10.5555473436,0.00021186440678,1.0,1.0,1.0,193
12.1337195479,55.6481169655,13.9973223643,2.04437738868,0.00021186440678,1.0,1.0,1.0,194
17.4534097632,32.122383273,27.9959153576,1.89397805056,0.00021186440678,1.0,1.0,1.0,195
42.3211119062,32.9367655953,166.797736727,4.69602922477,0.00021186440678,1.0,1.0,1.0,196
50.9530072154,63.0764540979,213.907870583,9.27148743875,0.00021186440678,1.0,1.0,1.0,197
51.5231331036,76.7688203398,120.70719929,10.2358011045,0.00021186440678,1.0,1.0,1.0,198
24.8659794514,75.966914145,29.6849529737,4.9232399599,0.00021186440678,1.0,1.0,1.0,199
53.3784355569,67.3900435824,206.372173169,10.0563166797,0.00021186440678,1.0,1.0,1.0,200
51.204778713,56.3625316255,246.774170186,8.70020577121,0.00021186440678,1.0,1.0,1.0,201
56.2024648206,11.7311968298,128.3299927,2.33206323719,0.00021186440678,1.0,1.0,1.0,202
47.3350980727,17.9302967929,133.937147243,2.97399425008,0.00021186440678,1.0,1.0,1.0,203
40.4703068669,76.8843347933,73.86958777,8.04379528878,0.00021186440678,1.0,1.0,1.0,204
35.2605110671,53.5143247918,121.305639993,5.78564216186,0.00021186440678,1.0,1.0,1.0,205
22.9646833937,5.73576394486,10.7025691639,0.468389757004,0.00021186440678,1.0,1.0,1.0,206
56.4678731559,13.117723411,143.833105977,2.61541416522,0.00021186440678,1.0,1.0,1.0,207
58.4461667094,58.0801409979,312.861062879,10.1241699682,0.00021186440678,1.0,1.0,1.0,208
17.7513376763,5.4049270601,6.03050591771,0.341238401079,0.00021186440678,1.0,1.0,1.0,209
19.0164677019,17.8646445118,21.5483462787,1.19054481887,0.00021186440678,1.0,1.0,1.0,210
29.6512111778,48.8987031867,88.8842121009,4.559923694,0.00021186440678,1.0,1.0,1.0,211
27.4570241832,60.3516159522,66.143954054,4.86985348359,0.00021186440678,1.0,1.0,1.0,212
59.6729905938,57.156900459,331.125684602,10.2315903619,0.00021186440678,1.0,1.0,1.0,213
11.3795896385,22.9415448052,9.48644967576,0.905238909,0.00021186440678,1.0,1.0,1.0,214
2.06644639048,61.9743377103,0.361458612124,0.372271258535,0.00021186440678,1.0,1.0,1.0,215
30.1397292381,23.9799267098,68.8417471931,2.4998541097,0.00021186440678,1.0,1.0,1.0,216
11.5505397244,31.0319761247,12.027373738,1.21520251236,0.00021186440678,1.0,1.0,1.0,217
22.6216583258,64.7193125588,40.3284872087,4.17451101876,0.00021186440678,1.0,1.0,1.0,218
44.9060605934,56.9706320697,188.066719832,7.6834388241,0.00021186440678,1.0,1.0,1.0,219
43.5354552792,72.9378725374,108.496274785,8.49374215237,0.00021186440678,1.0,1.0,1.0,220
19.1755868996,57.6090315107,33.9447314623,3.3045107995,0.00021186440678,1.0,1.0,1.0,221
33.0098737751,50.464687954,109.172169717,5.19556829714,0.00021186440678,1.0,1.0,1.0,222
31.020030736,12.4939813296,41.4773412397,1.3695473799,0.00021186440678,1.0,1.0,1.0,223
38.5436246536,34.4172642076,141.366734682,4.44601181333,0.00021186440678,1.0,1.0,1.0,224
15.7772474824,26.21618968,20.1330362849,1.42239731975,0.00021186440678,1.0,1.0,1.0,225
35.8023799848,24.5191713654,98.7711374281,3.03222554924,0.00021186440678,1.0,1.0,1.0,226
58.7546785476,82.840843908,87.1160623489,11.8972683656,0.00021186440678,1.0,1.0,1.0,227
29.7177868864,36.4478179141,86.1312056379,3.6030719868,0.00021186440678,1.0,1.0,1.0,228
54.4598283066,76.3637242819,138.676891046,10.8009613997,0.00021186440678,1.0,1.0,1.0,229
26.6292675789,55.4910903169,67.5609782068,4.47827164826,0.00021186440678,1.0,1.0,1.0,230
21.6546261126,68.5849041081,32.5292651887,4.11420063493,0.00021186440678,1.0,1.0,1.0,231
39.0610981151,45.2109676134,155.686532068,5.65752658802,0.00021186440678,1.0,1.0,1.0,232
40.4665195051,51.1523108851,163.257375948,6.43183245503,0.00021186440678,1.0,1.0,1.0,233
51.9858862653,44.401415577,275.708413687,7.42317071288,0.00021186440678,1.0,1.0,1.0,234
14.5809308827,20.6194389648,14.3008394835,1.04792022093,0.00021186440678,1.0,1.0,1.0,235
30.4524095027,62.7961694584,76.9490358353,5.52733488688,0.00021186440678,1.0,1.0,1.0,236
34.7482477917,27.4617889948,100.831929752,3.27028493503,0.00021186440678,1.0,1.0,1.0,237
46.3446869967,6.94527689413,52.6148219077,1.14368575616,0.00021186440678,1.0,1.0,1.0,238
3.5726228821,56.6377839566,1.19641484244,0.6089577252,0.00021186440678,1.0,1.0,1.0,239
59.6784798884,19.1688540611,225.428062186,3.99910652816,0.00021186440678,1.0,1.0,1.0,240
28.726726311,80.2366869886,28.1456291403,5.77768735312,0.00021186440678,1.0,1.0,1.0,241
17.4940599463,81.3142865329,9.32381971113,3.52927154865,0.00021186440678,1.0,1.0,1.0,242
53.1261472318,78.1891510806,115.399946135,10.6125295868,0.00021186440678,1.0,1.0,1.0,243
45.1154080343,34.6126956189,194.190239187,5.22994495229,0.00021186440678,1.0,1.0,1.0,244
57.2312386344,6.23652890353,72.1862979841,1.26881836275,0.00021186440678,1.0,1.0,1.0,245
20.5142681765,79.2654852556,15.7168311579,4.11332333678,0.00021186440678,1.0,1.0,1.0,246
33.6131328045,39.2547318419,112.979383855,4.34068527803,0.00021186440678,1.0,1.0,1.0,247
34.7652556775,82.3323855729,32.6163032977,7.03151259321,0.00021186440678,1.0,1.0,1.0,248
58.8395634486,82.089597638,96.3132078342,11.8938112606,0.00021186440678,1.0,1.0,1.0,249
5.44542923696,73.2407564084,1.67085706277,1.06410894518,0.00021186440678,1.0,1.0,1.0,250
19.0361243575,28.5559117476,31.0507189868,1.85705598615,0.00021186440678,1.0,1.0,1.0,251
12.2637508922,35.8078185541,14.5636235069,1.46431274723,0.00021186440678,1.0,1.0,1.0,252
16.8400164209,73.090933987,16.1053369488,3.28815952102,0.00021186440678,1.0,1.0,1.0,253
29.6315125419,30.3537607066,78.1384043257,3.05590107415,0.00021186440678,1.0,1.0,1.0,254
22.9885251524,18.5594200933,32.5425804027,1.49325938649,0.00021186440678,1.0,1.0,1.0,255
24.2867962593,49.5441012188,59.433032876,3.77142039951,0.00021186440678,1.0,1.0,1.0,256
50.808575297,79.8923820059,91.0240231882,10.2081671071,0.00021186440678,1.0,1.0,1.0,257
55.8709930435,60.6823836583,271.981258246,9.94183004196,0.00021186440678,1.0,1.0,1.0,258
5.15455185695,50.6048937062,2.65944007301,0.812933613502,0.00021186440678,1.0,1.0,1.0,259
13.3262043054,12.7741198074,7.81514392494,0.601332745512,0.00021186440678,1.0,1.0,1.0,260
40.5974672589,54.2005783248,159.579961388,6.71987276268,0.00021186440678,1.0,1.0,1.0,261
22.160160342,84.2043082042,10.0685241184,4.49936415389,0.00021186440678,1.0,1.0,1.0,262
15.9956554829,16.2067210887,13.9946791598,0.911111725069,0.00021186440678,1.0,1.0,1.0,263
18.4221444587,46.466372507,34.5847877176,2.72561358281,0.00021186440678,1.0,1.0,1.0,264
20.0304951123,75.189845597,20.2350368545,3.95204980277,0.00021186440678,1.0,1.0,1.0,265
51.071517702,64.2614892263,208.227085999,9.38866823456,0.00021186440678,1.0,1.0,1.0,266
9.06065835805,60.7612592112,7.14092674958,1.61352205766,0.00021186440678,1.0,1.0,1.0,267
42.8257489579,61.1987264958,158.018255469,7.65878189963,0.00021186440678,1.0,1.0,1.0,268
33.6163785985,33.7592920542,106.549016228,3.81240654139,0.00021186440678,1.0,1.0,1.0,269
18.4940982471,28.4873478914,29.2622036949,1.80021056921,0.00021186440678,1.0,1.0,1.0,270
25.7670705234,69.7488926129,44.0015613909,4.93352447783,0.00021186440678,1.0,1.0,1.0,271
16.116209528,69.809071474,17.1709155693,3.08690430202,0.00021186440678,1.0,1.0,1.0,272
37.079308864,74.3657855851,72.8190286938,7.2872329578,0.00021186440678,1.0,1.0,1.0,273
5.81405679086,78.0592443964,1.39644199421,1.16086787384,0.00021186440678,1.0,1.0,1.0,274
1.3059067657,45.907392381,0.173932356424,0.191412905582,0.00021186440678,1.0,1.0,1.0,275
38.0457701809,45.1213036571,147.700780872,5.50190166736,0.00021186440678,1.0,1.0,1.0,276
12.4621632352,68.8636144399,10.6599951042,2.372197522,0.00021186440678,1.0,1.0,1.0,277
5.18551389156,56.997114432,2.50672772567,0.887509314102,0.00021186440678,1.0,1.0,1.0,278
24.4102456398,61.1573505346,51.3853144656,4.36369423696,0.00021186440678,1.0,1.0,1.0,279
3.99534311937,68.6634138188,1.10406228873,0.759489518683,0.00021186440678,1.0,1.0,1.0,280
53.310411899,76.2004270384,134.352020022,10.5656455607,0.00021186440678,1.0,1.0,1.0,281
